Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Haderoth Quarter Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orichalcum Quarter Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Celenegil Quarter Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Adamantine Quarter Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Atlarus Quarter Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tartarite Quarter Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Prometheum Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deep Iron Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Infuscolium Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Steel Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oureclase Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Astral Silver Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carmot Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mithril Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rubracium Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quicksilver Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Haderoth Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orichalcum Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Celenegil Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Adamantine Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Atlarus Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tartarite Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Prometheum Small Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deep Iron Small Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Infuscolium Small Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Steel Small Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oureclase Small Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Astral Silver Small Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carmot Small Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mithril Small Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rubracium Small Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quicksilver Small Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Haderoth Small Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orichalcum Small Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Celenegil Small Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Adamantine Small Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Atlarus Small Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tartarite Small Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Prometheum Spiral
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deep Iron Spiral
appliedenergistics2:item.ItemFacade:0, Cable Facade - Infuscolium Spiral
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Steel Spiral
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oureclase Spiral
appliedenergistics2:item.ItemFacade:0, Cable Facade - Astral Silver Spiral
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carmot Spiral
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mithril Spiral
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rubracium Spiral
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quicksilver Spiral
appliedenergistics2:item.ItemFacade:0, Cable Facade - Haderoth Spiral
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orichalcum Spiral
appliedenergistics2:item.ItemFacade:0, Cable Facade - Celenegil Spiral
appliedenergistics2:item.ItemFacade:0, Cable Facade - Adamantine Spiral
appliedenergistics2:item.ItemFacade:0, Cable Facade - Atlarus Spiral
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tartarite Spiral
appliedenergistics2:item.ItemFacade:0, Cable Facade - Prometheum Vertical Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deep Iron Vertical Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Infuscolium Vertical Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Steel Vertical Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oureclase Vertical Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Astral Silver Vertical Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carmot Vertical Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mithril Vertical Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rubracium Vertical Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quicksilver Vertical Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Haderoth Vertical Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orichalcum Vertical Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Celenegil Vertical Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Adamantine Vertical Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Atlarus Vertical Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tartarite Vertical Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Prometheum Vertical Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deep Iron Vertical Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Infuscolium Vertical Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Steel Vertical Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oureclase Vertical Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Astral Silver Vertical Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carmot Vertical Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mithril Vertical Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rubracium Vertical Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quicksilver Vertical Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Haderoth Vertical Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orichalcum Vertical Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Celenegil Vertical Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Adamantine Vertical Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Atlarus Vertical Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tartarite Vertical Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Prometheum Warning
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deep Iron Warning
appliedenergistics2:item.ItemFacade:0, Cable Facade - Infuscolium Warning
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Steel Warning
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oureclase Warning
appliedenergistics2:item.ItemFacade:0, Cable Facade - Astral Silver Warning
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carmot Warning
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mithril Warning
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rubracium Warning
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quicksilver Warning
appliedenergistics2:item.ItemFacade:0, Cable Facade - Haderoth Warning
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orichalcum Warning
appliedenergistics2:item.ItemFacade:0, Cable Facade - Celenegil Warning
appliedenergistics2:item.ItemFacade:0, Cable Facade - Adamantine Warning
appliedenergistics2:item.ItemFacade:0, Cable Facade - Atlarus Warning
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tartarite Warning
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ignatius Bar Storage
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Iron Bar Storage
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lemurite Bar Storage
appliedenergistics2:item.ItemFacade:0, Cable Facade - Midasium Bar Storage
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vyroxeres Bar Storage
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ceruclase Bar Storage
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alduorite Bar Storage
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kalendrite Bar Storage
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vulcanite Bar Storage
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sanguinite Bar Storage
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Steel Bar Storage
appliedenergistics2:item.ItemFacade:0, Cable Facade - Inolashite Bar Storage
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amordrine Bar Storage
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ignatius Blank Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Iron Blank Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lemurite Blank Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Midasium Blank Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vyroxeres Blank Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ceruclase Blank Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alduorite Blank Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kalendrite Blank Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vulcanite Blank Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sanguinite Blank Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Steel Blank Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Inolashite Blank Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amordrine Blank Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ignatius Circle Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Iron Circle Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lemurite Circle Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Midasium Circle Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vyroxeres Circle Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ceruclase Circle Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alduorite Circle Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kalendrite Circle Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vulcanite Circle Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sanguinite Circle Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Steel Circle Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Inolashite Circle Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amordrine Circle Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ignatius Horizontal Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Iron Horizontal Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lemurite Horizontal Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Midasium Horizontal Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vyroxeres Horizontal Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ceruclase Horizontal Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alduorite Horizontal Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kalendrite Horizontal Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vulcanite Horizontal Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sanguinite Horizontal Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Steel Horizontal Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Inolashite Horizontal Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amordrine Horizontal Pipes
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ignatius Horizontal Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Iron Horizontal Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lemurite Horizontal Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Midasium Horizontal Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vyroxeres Horizontal Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ceruclase Horizontal Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alduorite Horizontal Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kalendrite Horizontal Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vulcanite Horizontal Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sanguinite Horizontal Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Steel Horizontal Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Inolashite Horizontal Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amordrine Horizontal Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ignatius Large Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Iron Large Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lemurite Large Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Midasium Large Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vyroxeres Large Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ceruclase Large Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alduorite Large Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kalendrite Large Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vulcanite Large Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sanguinite Large Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Steel Large Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Inolashite Large Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amordrine Large Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ignatius Ornate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Iron Ornate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lemurite Ornate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Midasium Ornate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vyroxeres Ornate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ceruclase Ornate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alduorite Ornate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kalendrite Ornate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vulcanite Ornate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sanguinite Ornate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Steel Ornate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Inolashite Ornate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amordrine Ornate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ignatius Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Iron Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lemurite Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Midasium Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vyroxeres Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ceruclase Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alduorite Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kalendrite Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vulcanite Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sanguinite Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Steel Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Inolashite Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amordrine Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ignatius Quarter Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Iron Quarter Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lemurite Quarter Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Midasium Quarter Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vyroxeres Quarter Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ceruclase Quarter Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alduorite Quarter Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kalendrite Quarter Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vulcanite Quarter Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sanguinite Quarter Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Steel Quarter Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Inolashite Quarter Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amordrine Quarter Plate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ignatius Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Iron Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lemurite Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Midasium Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vyroxeres Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ceruclase Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alduorite Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Kalendrite Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vulcanite Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sanguinite Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Steel Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Inolashite Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amordrine Rune
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ignatius Small Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shadow Iron Small Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lemurite Small Bricks
